㐀 qiu1
醯 xi1
醰 tan2
醱 po4 po1
醲 nong2
醳 yi4 shi4
醴 li3
醵 ju4
醶 jiao4
醷 yi4
醸 niang4
醹 ru2
醺 xun1
醻 chou2
醼 yan4
醽 ling2
醾 mi2
醿 mi2
釀 niang4 niang2
釁 xin4
釂 jiao4
釃 xi3 li2 shai1 shi1
釄 mi2
釅 yan4
釆 bian4 cai3
采 cai3 cai4
釈 shi4
釉 you4
释 shi4 yi4
釋 shi4 yi4
里 li3
重 zhong4 chong2 tong2
野 ye3
量 liang4 liang2
釐 li2 xi1
金 jin1 jin4
釓 ga2 qiu2
釔 yi3
釕 liao3 liao4 diao3
釖 dao1
釗 zhao1
釘 ding1 ding4 ling2
釙 po4 po1
釚 qiu2
釛 he2
釜 fu3
針 zhen1
釞 zhi2
釟 ba1
釠 luan4
釡 fu3
釢 nai2
釣 diao4
釤 shan4 shan1 xian1
釥 qiao3
釦 kou4
釧 chuan4
釨 zi3
釩 fan2 fan3 fan4
釪 yu2
釫 hua2
釬 han4 gan1
釭 gang1 gong1
釮 qi2
釯 mang2
釰 ri4
釱 di4 dai4
釲 si4
釳 xi4
釴 yi4
釵 chai1 cha1
釶 shi1 she2
釷 tu3
釸 xi4
釹 nv3
釺 qian1
釼 jian4
釽 pi1 pi4
釾 ye2
釿 yin2 jin1
鈀 ba3 pa2 ba1
鈁 fang1
鈂 chen2
鈃 xing2 jian1
鈄 dou3
鈅 yue4
鈆 yan2 qian1
鈇 fu1 fu3
鈈 pi1 bu4
鈉 na4 rui4
鈊 xin1
鈋 e2
鈌 jue2
鈍 dun4
鈎 gou1
鈏 yin3
鈐 qian2 han2
鈑 ban3
鈒 ji2 sa4
鈓 ren2
鈔 chao1 miao3 chao3
鈕 niu3 chou3
鈖 fen1
鈗 yun3
鈘 ji3
鈙 qin2
鈚 pi2 pi1
鈛 guo1
鈜 hong2
鈝 yin2
鈞 jun1
鈟 shi1
鈠 yi4
鈡 zhong1
鈢 nie1
鈣 gai4
鈤 ri4
鈥 huo3 huo2
鈦 tai4
鈧 kang4
鈬 duo2
鈭 zi1
鈮 ni2 ni3
鈯 tu2
鈰 shi4
鈱 min2
鈲 gu1
鈳 ke1 e1
鈴 ling2
鈵 bing4
鈶 yi2
鈷 gu3 gu1 gu2 gu4 hu2
鈸 bo2 ba2
鈹 pi1 pi2
鈺 yu4
鈻 si4
鈼 zuo2
鈽 bu4 bu1
鈾 you2 zhou4
鈿 dian4 tian2
鉀 jia3 he2 ge2
鉁 zhen1
鉂 shi3
鉃 shi4
鉄 tie3
鉅 ju4
鉆 chan1 qian2 tie1 zhan1 qin2
鉇 shi1 yi2 she2
鉈 shi1 she2 yi2 tuo2 ta1
鉉 xuan4
鉊 zhao1
鉋 bao4 pao2
鉌 he2
鉍 bi4 se4
鉎 sheng1
鉏 chu2 ju3 xu2
鉐 shi2
鉑 bo2
鉒 zhu4
鉓 chi4
鉔 za1
鉕 po1 po3
鉖 tong2
鉗 qian2 an1
鉘 fu2
鉙 zhai3
鉚 mao3 liu3
鉛 qian1 yan2
鉜 fu2
鉝 li4
鉞 yue4 hui4
鉟 pi1
鉠 yang1
鉡 ban4
鉢 bo1
鉣 jie2
鉤 gou1 gou4 qu2
鉥 shu4
鉦 zheng1
鉧 mu3
鉨 ni3 nie3 xi3
鉩 nie1 xi3
鉪 di4
鉫 jia1
鉬 mu4
鉭 dan4 tan3
鉮 shen1 shen2
鉯 yi3
鉰 si1
鉱 kuang4
鉲 ka3
鉳 bei3
鉴 jian4
鉵 tong2
鉶 xing2
鉷 hong2
鉸 jiao3
鉹 chi3
鉺 er3 er4 keng1
鉻 ge4 ge2 luo4 ge1
鉼 bing3
鉽 shi4
鉾 mou2
鉿 ha1 jia1 ge1 ke1 jia2
銀 yin2
銁 jun1
銂 zhou1
銃 chong4
銄 shang4
銅 tong2
銆 mo4
銇 lei4
銈 ji1
銉 yu4
銊 xu4
銋 ren2
銌 zun4
銍 zhi4
銎 qiong1 qiong2
銏 shan4
銐 chi4
銑 xian3 xi3 xian1
銒 xing2 jian1
銓 quan2
銔 pi1
銕 tie3 yi2
銖 zhu1
銗 hou2 hou4 xiang4
銘 ming2
銙 kua3
銚 yao2 diao4 tiao2 qiao1 yao4
銛 xian1
銜 xian2
銝 xiu1
銞 jun1
銟 cha1
銠 lao3
銡 ji2
銢 pi3
銣 ru2 ru3
銤 mi3
銥 yi1 yi3
銦 yin1
銧 guang1
銨 an3 an1
銩 diu1
銪 you3
銫 se4
銬 kao4
銭 qian2
銮 luan2
銰 ai1
銱 diao4
銲 han4
銳 rui4 dui4 yue4
銴 shi4
銵 keng1
銶 qiu2
銷 xiao1
銸 zhe2
銹 xiu4
銺 zang4
銻 ti1 ti2 ti4
銼 cuo4
銽 gua1
銾 gong3
銿 zhong1 yong1
鋀 dou4
鋁 lv3 lv4
鋂 mei2
鋃 lang2
鋄 wan3 wan4
鋅 xin1 zi3
鋆 yun2
鋇 bei4
鋈 wu4
鋉 su4
鋊 yu4
鋋 chan2 yan2
鋌 ting3 ding4
鋍 bo2
鋎 han4
鋏 jia2
鋐 hong2
鋑 cuan1
鋒 feng1
鋓 chan1
鋔 wan3
鋕 zhi4
鋖 si1
鋗 xuan1 juan1
鋘 wu2 hua2
鋙 wu2 yu3
鋚 tiao2
鋛 gong3
鋜 zhuo2
鋝 lve4
鋞 xing2
鋟 qian1 qin3 qin1 jin4
鋠 shen4
鋡 han2
鋢 lve4
鋣 xie2 ye2
鋤 chu2 ju3
鋥 zheng4 zeng4
鋦 ju1 ju2
鋧 xian4
鋨 tie3 e2
鋩 mang2
鋪 pu1 pu4
鋫 li2
鋬 pan4
鋭 rui4 dui4
鋮 cheng2
鋯 gao4
鋰 li3
鋱 te4
鋳 zhu4
鋵 tu1
鋶 liu3
鋷 zui4
鋸 ju4 ju1
鋹 chang3
鋺 yuan1
鋻 jian4
鋼 gang1 gang4
鋽 diao4
鋾 tao2
鋿 chang2
錀 lun2
錁 guo3 kua3 ke4
錂 ling2
錃 bei1
錄 lu4
錅 li2
錆 qiang1
錇 pou2 pei2 fu2
錈 juan4
錉 min2
錊 zui4
錋 peng2 beng4
錌 an4
錍 pi2 pi1
錎 xian4
錏 ya4
錐 zhui1
錑 lei4
錒 a1 ke1
錓 kong1
錔 ta4
錕 kun1 gun3
錖 du3
錗 wei4
錘 chui2
錙 zi1
錚 zheng1
錛 ben1
錜 nie1 nie4
錝 cong2
錞 dui4 chun2 duo4 qun2
錟 tan2 xian1 yan3
錠 ding4
錡 qi2 yi3
錢 qian2 jian3
錣 zhuo2 zhui4
錤 qi2 ji1
錥 yu4
錦 jin3
錧 guan3
錨 mao2
錩 chang1
錪 tian3
錫 xi2 xi1 ti4
錬 lian4
錭 tao2 diao1
錮 gu4
錯 cuo4 cu4 xi1
錰 shu4
錱 zhen1
録 lu4 lv4
錳 meng3
錴 lu4
錵 hua1
錶 biao3
錷 ga2
錸 lai2
錹 ken3
錼 nai4
錽 wan3 wan4
錾 zan4
鍀 de2
鍁 xian1
鍃 huo1 huo4
鍄 liang4
鍆 men2
鍇 kai3 jie1 jie3
鍈 ying1
鍉 di1 chi2 di2 shi2
鍊 lian4
鍋 guo1 guo3
鍌 xian3
鍍 du4
鍎 tu2
鍏 wei2
鍐 cong1
鍑 fu4
鍒 rou2
鍓 ji2
鍔 e4
鍕 rou2
鍖 chen3 zhen1
鍗 ti2
鍘 zha2
鍙 hong4
鍚 yang2
鍛 duan4
鍜 xia1 xia2
鍝 yu2
鍞 keng1
鍟 xing1
鍠 huang2
鍡 wei3
鍢 fu4
鍣 zhao1
鍤 cha2 cha1
鍥 qie4
鍦 she2 shi1
鍧 hong1
鍨 kui2
鍩 tian3 nuo4
鍪 mou2
鍫 qiao1
鍬 qiao1
鍭 hou2
鍮 tou1
鍯 cong1
鍰 huan2
鍱 ye4
鍲 min2
鍳 jian4
鍴 duan1
鍵 jian4
鍶 si1 song1
鍷 kui1
鍸 hu2
鍹 xuan1
鍺 zhe3 duo3 du3
鍻 jie2
鍼 zhen1 qian2
鍽 bian1
鍾 zhong1
鍿 zi1
鎀 xiu1
鎁 ye2
鎂 mei3
鎃 pai4
鎄 ai1
鎅 jie4
鎇 mei2
鎈 chuo1
鎉 ta4
鎊 bang4 pang1
鎋 xia2
鎌 lian2
鎍 suo3
鎎 xi4
鎏 liu2
鎐 zu2 yao2
鎑 ye4
鎒 nou4
鎓 weng1
鎔 rong2
鎕 tang2
鎖 suo3
鎗 qiang1 qiang4 cheng1
鎘 ge2 li4
鎙 shuo4
鎚 chui2
鎛 bo2
鎜 pan2
鎝 sa4 da1
鎞 bi4 bi1 pi1
鎟 sang3
鎠 gang1
鎡 zi1
鎢 wu1 wu4
鎣 ying4 ying2 jiong3
鎤 huang3
鎥 tiao2
鎦 liu2 liu4
鎧 kai3
鎨 sun3
鎩 sha1 shi4 se4
鎪 sou1
鎫 wan4 jian3
鎬 hao4 gao3
鎭 zhen4 zhen1 tian2
鎮 zhen4 zhen1 tian2
鎯 luo3 lang2
鎰 yi4
鎱 yuan2
鎲 tang3
鎳 nie4
鎴 xi2
鎵 jia1
鎶 ge1
鎷 ma3
鎸 juan1
鎻 suo3
鎿 na2
鏀 lu3
鏁 suo3
鏂 ou1 kou1
鏃 zu2 chuo4
鏄 tuan2
鏅 xiu1
鏆 guan4
鏇 xuan4 xuan2
鏈 lian4 lian2
鏉 shou4
鏊 ao2 ao4
鏋 man3
鏌 mo4
鏍 luo2
鏎 bi4
鏏 wei4
鏐 liu2
鏑 di2 di1
鏒 qiao1
鏓 cong1 song3
鏔 yi2
鏕 lu4
鏖 ao2 biao1
鏗 keng1
鏘 qiang1
鏙 cui1
鏚 qi4 qi1
鏛 chang2
鏜 tang1 tang2
鏝 man4
鏞 yong1
鏟 chan3
鏠 feng1
鏡 jing4
鏢 biao1
鏣 shu4
鏤 lou4 lv2
鏥 xiu4
鏦 cong1
鏧 long2
鏨 zan4 jian4
鏩 jian4
鏪 cao2
鏫 li2
鏬 xia4
鏭 xi1
鏮 kang1
鏰 beng4
鏳 zheng1
鏴 lu4
鏵 hua2
鏶 ji2
鏷 pu2
鏸 hui4
鏹 qiang1 qiang3
鏺 po1
鏻 lin2
鏼 suo3
鏽 xiu4
鏾 san3 xian4
鏿 cheng1
鐀 kui4 gui4
鐁 si1
鐂 liu4 liu2
鐃 nao2 nao4
鐄 heng2
鐅 pie3
鐆 sui4
鐇 fan2
鐈 qiao2
鐉 quan1
鐊 yang2
鐋 tang4 tang1
鐌 xiang4
鐍 jue2
鐎 jiao1
鐏 zun1
鐐 liao2 liao4
鐑 jie2
鐒 lao2
鐓 dui4 dui1 dun1
鐔 tan2 xin1 xin2
鐕 zan1
鐖 ji1
鐗 jian3
鐘 zhong1
鐙 deng4 deng1
鐚 ya4
鐛 ying4
鐜 dui4
鐝 jue2
鐞 nou4
鐟 ti4
鐠 pu3
鐡 tie3
鐤 ding3 zhen1
鐥 shan4
鐦 kai1
鐧 jian3 jian4 jian1
鐨 fei4
鐩 sui4
鐪 lu3
鐫 juan1
鐬 hui4
鐭 yu4
鐮 lian2
鐯 zhuo2 zhuo1
鐰 qiao1
鐱 qian1
鐲 zhuo2 shu3
鐳 lei2
鐴 bi4
鐵 tie3 die2
鐶 huan2
鐷 ye4
鐸 duo2
鐹 guo3
鐺 dang1 cheng1 tang1
鐻 ju4 qu2
鐼 fen2 ben1
鐽 da2
鐾 bei4 bi4
鐿 yi4
鑀 ai4
鑁 zong1
鑂 xun4
鑃 diao4
鑄 zhu4
鑅 heng2
鑆 zhui4
鑇 ji1
鑈 nie1
鑉 ta4
鑊 huo4
鑋 qing4 qing1
鑌 bin1
鑍 ying1
鑎 kui4
鑏 ning2
鑐 xu1 ru2
鑑 jian4
鑒 jian4
鑔 cha3
鑕 zhi4
鑖 mie4 mi4
鑗 li2
鑘 lei2
鑙 ji1
鑚 zuan4 zuan1
鑛 kuang4
鑜 shang4
鑝 peng2
鑞 la4
鑟 du2
鑠 shuo4 yue4 li4
鑡 chuo4
鑢 lv4
鑣 biao1
鑤 bao4 pao2
鑥 lu3
鑨 long2
鑩 e4
鑪 lu2
鑫 xin1 xun4
鑬 jian4
鑭 lan2 lan4
鑮 bo2
鑯 jian1
鑰 yao4 yue4
鑱 chan2
鑲 xiang1 rang2
鑳 jian4
鑴 xi1 hui1
鑵 guan4
鑶 cang2
鑷 nie4
鑸 lei3
鑹 cuan4 cuan1
鑺 qu2
鑻 pan4
鑼 luo2
鑽 zuan1 zuan4
鑾 luan2
鑿 zao2 zuo4 zu2 zao4
钀 nie4
钁 jue2
钂 tang3
钃 shu3 zhu2
钄 lan2
钅 jin1
钆 qiu2 ga2
钇 yi3
针 zhen1
钉 ding1 ding4
钊 zhao1
钋 po4
钌 diao3 liao3
钍 tu3
钎 qian1
钏 chuan4
钐 shan4 shan1 xian1
钑 ji2 sa4
钒 fan2
钓 diao4
钔 men2
钕 nv3
钖 xi2 xi1
钗 chai1
钘 xing2 jian1
钙 gai4
钚 bu4
钛 tai4
钜 ju4
钝 dun4
钞 chao1 miao3
钟 zhong1
钠 na4
钡 bei4
钢 gang1 gang4
钣 ban3
钤 qian2
钥 yao4 yue4
钦 qin1
钧 jun1
钨 wu4 wu1
钩 gou1
钪 kang4
钫 fang1
钬 huo2 huo3
钭 dou3
钮 niu3
钯 ba3 pa2
钰 yu4
钱 qian2 jian3
钲 zheng1
钳 qian2
钴 gu1 gu2 gu3
钵 bo1
钶 e1 ke1
钷 po1 po3
钸 bu4
钹 ba2 bo2
钺 yue4 hui4
钻 zuan4 zuan1
钼 mu4
钽 dan4 tan3
钾 jia3 he2
钿 dian4 tian2
铀 you2
铁 tie3
铂 bo2
铃 ling2
铄 shuo4
铅 qian1 yan2
铆 mao3 liu3
铇 bao4
铈 shi4
铉 xuan4
铊 ta1 she2 shi1 tuo2
铋 bi4
铌 ni3
铍 pi1 pi2
铎 duo2
铏 xing2
铐 kao4
铑 lao3
铒 er4
铓 mang2
铔 ya4
铕 you3
铖 cheng2
铗 jia2
铘 ye2
铙 nao2
铚 zhi4
铛 dang1 cheng1
铜 tong2
铝 lv3
铞 diao4
铟 yin1
铠 kai3
铡 zha2
铢 zhu1
铣 xian3 xi3
铤 ting3
铥 diu1
铦 xian1
铧 hua2
铨 quan2
铩 sha1
铪 jia2 ha1 jia1 ke1
铫 yao2 tiao2
铬 ge4 ge2 luo4
铭 ming2
铮 zheng1
铯 se4
铰 jiao3
铱 yi3 yi1
铲 chan3
铳 chong4
铴 tang4
铵 an1
银 yin2
铷 ru3 ru2
铸 zhu4
铹 lao2
铺 pu1 pu4
铻 wu2 yu3
铼 lai2
铽 te4
链 lian4
铿 keng1
销 xiao1
锁 suo3
锂 li3
锃 zheng4 zeng4
锄 chu2
锅 guo1
锆 gao4
锇 tie3 e2
锈 xiu4
锉 cuo4
锊 lve4
锋 feng1
锌 xin1
锍 liu3
锎 kai1
锏 jian3 jian4
锐 rui4 dui4 yue4
锑 ti4 ti1
锒 lang2
锓 qian1 qin3
锔 ju2 ju1
锕 a1
锖 qiang1
锗 duo3 zhe3
锘 tian3 nuo4
错 cuo4 cu4
锚 mao2
锛 ben1
锜 qi2 yi3
锝 de2
锞 kua3 ke4
锟 kun1
锠 chang1
锡 xi2 ti4
锢 gu4
锣 luo2
锤 chui2
锥 zhui1
锦 jin3
锧 zhi4
锨 xian1
锩 juan4
锪 huo1 huo4
锫 pou2 pei2
锬 tan2 xian1
锭 ding4
键 jian4
锯 ju4 ju1
锰 meng3
锱 zi1
锲 qie4
锳 ying1
锴 kai3 jie1
锵 qiang1
锶 song1 si1
锷 e4
锸 cha2
锹 qiao1
锺 zhong1
锻 duan4
锼 sou1
锽 huang2
锾 huan2
锿 ai1
镀 du4
镁 mei3
镂 lou4
镃 zi1
镄 fei4
镅 mei2
镆 mo4
镇 zhen4
镈 bo2
镉 ge2 li4
镊 nie4
镋 tang3
镌 juan1
镍 nie4
镎 na2
镏 liu2 liu4
镐 hao4 gao3
镑 bang4
镒 yi4
镓 jia1
镔 bin1
镕 rong2
镖 biao1
镗 tang1
镘 man4
镙 luo2
镚 beng4
镛 yong1
镜 jing4
镝 di2 di1
镞 zu2
镟 xuan4
镠 liu2
镡 tan2 xin2
镢 jue2
镣 liao2 liao4
镤 pu2
镥 lu3
镦 dui4
镧 lan4 lan2
镨 pu3
镩 cuan4 cuan1
镪 qiang1 qiang3
镫 deng1 deng4
镬 huo4
镭 lei2
镮 huan2
镯 zhuo2
镰 lian2
镱 yi4
镲 cha3
镳 biao1
镴 la4
镵 chan2
镶 xiang1 rang2
長 chang2 zhang3 zhang4
镸 chang2
镹 jiu3
镺 ao3 ao4
镻 die2
镼 qu1 jue2
镽 liao3
镾 mi2
长 chang2 zhang3 zhang4
門 men2
閁 ma4
閂 shuan1
閃 shan3
閄 huo4
閅 men2
閆 yan2 yan3 yan4
閇 bi4
閈 han4
閉 bi4
開 kai1
閌 kang4 kang1
閍 beng1
閎 hong2
閏 run4
閐 san4
閑 xian2
閒 xian2 jian1 jian4
間 jian1 jian4 jian3
閔 min3 min2
閕 xia1 xia4
閗 dou4
閘 zha2 ya1 ge2
閙 nao4
閛 peng1
閜 xia3 xia4 ke3
閝 ling2
閞 bian4
閟 bi4
閠 run4
閡 he2 gai1 ai4 hai4 kai3
関 guan1 wan1 wan3
閣 ge2
閤 ge2 he2
閥 fa2
閦 chu4
閧 hong4 hong3
閨 gui1
閩 min3
閫 kun3
閬 lang3 du1
閭 lv2
閮 ting2
閯 sha4
閰 ju2
閱 yue4
閲 yue4
閳 chan3
閴 qu4
閵 lin4
閶 chang1 tang1
閷 shai4 sha1
閸 kun3
閹 yan1
閺 wen2 min2
閻 yan2 yan4 yan3
閼 e4 yan1 yu4 ye4
閽 hun1
閾 yu4
閿 wen2
闀 xiang4
闁 bao1
闂 xiang4
闃 qu4
闄 yao3
闅 wen2
闆 ban3
闇 an4 an1 yan3
闈 wei2
闉 yin1
闊 kuo4
闋 que4 jue2 kui2
闌 lan2 lan4
闍 du1 she2
闐 tian2
闑 nie4
闒 ta4
闓 kai3 kai1
闔 he2 ge2
闕 que4 que1 jue2
闖 chuang3 chen4
闗 guan1
闘 dou4
闙 qi3
闚 kui1 kui3
闛 tang2 chang1 tang1
關 guan1
闝 piao2
闞 kan4 han3 xian4
闟 xi4 ta4 sa4
闠 hui4
闡 chan3
闢 pi4
闣 dang4
闤 huan2
闥 ta4
闦 wen2
门 men2
闩 shuan1
闪 shan3
闫 yan4
闬 han4
闭 bi4
问 wen4
闯 chuang3 chen4
闰 run4
闱 wei2
闲 xian2
闳 hong2
间 jian1 jian4
闵 min3
闶 kang4 kang1
闷 men4 men1
闸 zha2
闹 nao4
闺 gui1
闻 wen2 wen4
闼 ta4
闽 min3
闾 lv2
闿 kai3 kai1
阀 fa2
阁 ge2
阂 he2 gai1
阃 kun3
阄 jiu1
阅 yue4
阆 lang3 lang4 lang2 liang3
阇 du1 she2
阈 yu4
阉 yan1
阊 chang1
阋 xi4
阌 wen2
阍 hun1
阎 yan2 yan4
阏 e4 yan1 yu4
阐 chan3
阑 lan2
阒 qu4
阓 hui4
阔 kuo4
阕 que4
阖 ge2 he2
阗 tian2
阘 ta4
阙 que4 jue2 que1
阚 kan4
阛 huan2
阜 fu4
阝 fu4 yi4
阞 le4
队 dui4 sui4 zhui4
阠 xin4
阡 qian1
阢 wu4 wei4
阣 yi4
阤 tuo2 yi3 zhi4
阥 yin1 yin4 an1
阦 yang2
阧 dou3
阨 e4 ai4
阩 sheng1
阪 ban3
阫 pei2 pei1
阬 keng1 gang1
阭 yun3
阮 ruan3 juan4 yuan2
阯 zhi3
阰 pi2
阱 jing3
防 fang2
阳 yang2
阴 yin1 yin4 an1
阵 zhen4
阶 jie1
阷 cheng1
阸 e4 ai4
阹 qu1
阺 di3
阻 zu3 zhu4
阼 zuo4
阽 dian4 yan2
阾 ling3
阿 a1 a4 a5 e1 e3 a3
陀 tuo2 duo4
陁 tuo2 yi3
陂 bei1 bi4 po1 pi2
陃 bing3
附 fu4 pou3 bu4 fu1
际 ji4
陆 lu4 liu4
陇 long3
陈 chen2 zhen4
陉 xing2 jing4
陊 duo4
陋 lou4
陌 mo4
降 jiang4 xiang2 xiang4
陎 shu1
陏 duo4
限 xian4 wen3
陑 er2
陒 gui3
陓 yu1 wu1
陔 gai1
陕 shan3
陖 xun4 jun4
陗 qiao4
陘 xing2 jing4
陙 chun2
陚 fu4
陛 bi4
陜 xia2 shan3
陝 shan3
陞 sheng1
陟 zhi4 de2
陠 pu1
陡 dou3
院 yuan4
陣 zhen4
除 chu2 zhu4 shu1
陥 xian4
陧 nie4
陨 yun3 yuan2
险 xian3 yan2
陪 pei2
陫 pei2 fei3
陬 zou1 zhe2
陭 yi1 qi1 yi4
陮 dui3
陯 lun2
陰 yin1 yin4 an1
陱 ju1
陲 chui2
陳 chen2 zhen4
陴 pi2 bi4
陵 ling2
陶 tao2 dao4 yao2
陷 xian4
陸 lu4 liu4
険 xian3
陻 yin1
陼 zhu3 du3
陽 yang2
陾 reng2
陿 shan3 xia2
隀 chong2
隁 yan4
隂 yin1 an1 yin4
隃 yu2 yao2
隄 di1 ti2
隅 yu2
隆 long2 long1
隇 wei1
隈 wei1
隉 nie4
隊 dui4 sui4 zhui4
隋 sui2 duo4 tuo3 tuo1
隌 an3
隍 huang2
階 jie1
随 sui2
隐 yin3 yin4
隑 gai1 gai4 qi2
隒 yan3
隓 hui1
隔 ge2 rong3 ji1
隕 yun3 yuan2
隖 wu4
隗 wei3 gui1 kui2
隘 ai4 e4
隙 xi4
隚 tang2
際 ji4
障 zhang4 zhang1
隝 dao3
隞 ao2
隟 xi4
隠 yin3
隢 rao4
隣 lin2
隤 tui2
隥 deng4
隦 pi3
隧 sui4 zhui4
隨 sui2
隩 yu4 ao4
險 xian3 yan2 jian3
隫 fen1 fen2
隬 ni3
隭 er2
隮 ji1
隯 dao3
隰 xi2 xie4
隱 yin3 yin4
隲 e2
隳 hui1
隴 long3
隵 xi1
隶 li4 dai4 yi4 di4
隷 li4
隸 li4
隹 zhui1 cui1 wei2
隺 he4
隻 zhi1
隼 zhun3 sun3
隽 jun4 juan4
难 nan2 nan4 nuo2
隿 yi4
雀 que4 qiao1 qiao3
雁 yan4
雂 qin2 qian2
雃 ya3
雄 xiong2
雅 ya3 ya1 ya2
集 ji2
雇 gu4
雈 huan2
雉 zhi4 kai3 yi3 si4
雊 gou4
雋 jun4 juan4
雌 ci2 ci1
雍 yong1
雎 ju1
雏 chu2
雐 hu1
雑 za2
雒 luo4
雓 yu2
雔 chou2
雕 diao1
雖 sui1
雗 han4
雘 huo4
雙 shuang1
雚 guan4
雛 chu2 ju2 ju4
雜 za2
雝 yong1
雞 ji1
雟 xi1 sui3
雠 chou2
雡 liu4
離 li2 li4 li3 chi1 gu3
難 nan2 nan4 nuo2
雤 xue2
雥 za2
雦 ji2
雧 ji2
雨 yu3 yu4
雩 yu2 yu4 xu1
雪 xue3
雫 na3
雬 fou3
雭 se4
雮 mu4
雯 wen2
雰 fen1
雱 pang2
雲 yun2
雳 li4
雴 li4
雵 ang3
零 ling2 lian2
雷 lei2 lei4
雸 an2
雹 bao2 bo2
雺 meng2
電 dian4
雼 dang4
雽 xing2
雾 wu4
雿 zhao4
需 xu1 nuo4 ruan3 ru2
霁 ji4
霂 mu4
霃 chen2
霄 xiao1 xiao4
霅 zha2 xia2 zha4 sha4
霆 ting2
震 zhen4 shen1
霈 pei4
霉 mei2
霊 ling2
霋 qi1
霌 chou1
霍 huo4 he4 suo3
霎 sha4
霏 fei1
霐 weng1
霑 zhan1
霒 yin1
霓 ni2
霔 zhu4
霕 tun2
霖 lin2
霘 dong4
霙 ying1
霚 wu4
霛 ling2
霜 shuang1
霝 ling2 ling4
霞 xia2
霟 hong2
霠 yin1
霡 mo4 mai4
霢 mai4
霣 yun3
霤 liu4
霥 meng4
霦 bin1
霧 wu4 meng2
霨 wei4
霩 huo4 kuo4
霪 yin2
霫 xi2
霬 yi4
霭 ai3
霮 dan4
霯 deng4
霰 xian4
霱 yu4
露 lu4 lou4
霳 long2
霴 dai4
霵 ji2
霶 pang2 pang1
霷 yang2
霸 ba4 po4
霹 pi1
霺 wei2
霼 xi3 xi4
霽 ji4
霾 mai2 li2
霿 meng4 meng2 mou4
靀 meng2
靁 lei2 lei4
靂 li4
靃 huo4 sui3
靄 ai3
靅 fei4
靆 dai4
靇 long2
靈 ling2 ling4
靉 ai4
靊 feng1
靋 li4
靌 bao3
靎 he4
靏 he4
靐 bing4
靑 qing1
青 qing1 jing1
靓 liang4
靔 tian1
靕 zhen1
靖 jing4 jing1
靗 cheng4
靘 qing4
静 jing4
靚 liang4 jing4
靛 dian4
靜 jing4
靝 tian1
非 fei1 fei3
靟 fei1
靠 kao4
靡 mi3 mi2 ma2 mei2 mo2
面 mian4
靣 mian4
靤 pao4
靥 ye4
靦 tian3 mian3
靧 hui4
靨 ye4 yan3
革 ge2 ji2 ji3
靪 ding1
靫 cha1 chai1
靬 jian1
靭 ren4
靮 di2
靯 du4
靰 wu4
靱 ren4
靲 qin2 jin4
靳 jin4
靴 xue1
靵 niu3
靶 ba3 ba4
靷 yin3
靸 sa3 ta1
靹 na4
靺 mo4
靻 zu3
靼 da2
靽 ban4
靾 yi4 xie4
靿 yao4
鞀 tao2
鞁 tuo2 bei4
鞂 jia2
鞃 hong2
鞄 pao2 bao4
鞅 yang3 yang1
鞇 yin1
鞈 jia2 ge2 ta4
鞉 tao2
鞊 ji2
鞋 xie2 wa1
鞌 an1
鞍 an1
鞎 hen2
鞏 gong3
鞑 da2
鞒 qiao1
鞓 ting1
鞔 wan3 man2 men4
鞕 ying4
鞖 sui1
鞗 tiao2
鞘 qiao4 shao1
鞙 xuan4 juan1
鞚 kong4
鞛 beng3
鞜 ta4
鞝 zhang3
鞞 bing3 bi3 pi2
鞟 kuo4
鞠 ju1 ju2 qu1 qiong1
鞡 la5
鞢 xie4
鞣 rou2
鞤 bang1
鞥 yi4 eng1
鞦 qiu1
鞧 qiu1
鞨 he2 mo4
鞩 xiao4
鞪 mu4 mou2
鞫 ju2 ju1 qu1
鞬 jian1 jian4
鞭 bian1
鞮 di1
鞯 jian1
鞱 tao1
鞲 gou1
鞳 ta4
鞴 bei4 bu4 fu2 bai4
鞵 xie2
鞶 pan2
鞷 ge2
鞸 bi4
鞹 kuo4
鞻 lou2 lv3
鞼 gui4
鞽 qiao2
鞾 xue1
鞿 ji1
韀 jian1
韁 jiang1
韂 chan4
韃 da2 ta4
韄 huo4 hu4
韅 xian3
韆 qian1
韇 du2
韈 wa4
韉 jian1
韊 lan2
韋 wei2 hui2
韌 ren4
韍 fu2
韎 mei4
韏 juan4
韐 ge2
韑 wei3
韒 qiao4
韓 han2
韔 chang4
韖 rou2
韗 xun4 yun4
韘 she4
韙 wei3
韚 ge2
韛 bei4
韜 tao1 tao4
韝 gou1
韞 yun4 wen1
韠 bi4
韡 wei3
韢 hui4
韣 du2
韤 wa4
韥 du2
韦 wei2
韧 ren4
韨 fu2
韩 han2
韪 wei3
韫 yun4
韬 tao1
韭 jiu3
韮 jiu3
韯 xian1
韰 xie4
韱 xian1
韲 ji1
音 yin1 yin4
韴 za2
韵 yun4
韶 shao2
韷 le4
韸 peng2
韹 heng2
韺 ying1
韻 yun4
韼 peng2
韽 yin1 an1
韾 yin1
響 xiang3
頀 hu4 huo4
頁 ye4 xie2
頂 ding3
頃 qing3 kui3 qing1
頄 kui2 qiu2 pan4
項 xiang4
順 shun4
頇 han1 an4
須 xu1
頉 yi2
頊 xu4
頋 gu4
頌 song4 rong2
頍 kui3
頎 qi2 ken3
